0,2360.25,2267.25,0,2177.5,2095.25,0,2021.0,1956.25,0,1891.5,1838.25,1784.25,0,1737.75,1693.0,0,0.0,1283.5,0,1286.75,1251.5,0.0,0,0,815.25,801.75,0,787.0,773.0,0,0,0.0,0,1323.0,0,0.0,0.0,1191.75,0.0,0,0,0.0,0,1215.25,1681.25,0,0,1186.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,642.25,642.0,0.0,641.0,642.0,0,661.75,663.5,666.25,0,667.75,679.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,1145.5,0.0,1123.5,0.0,0,0.0,825.0,0,839.25,855.5,873.0,0,923.5,865.25,0,0,0.0,0,781.25,780.25,797.75,0.0,748.75,744.75,0,752.5,768.0,786.25,0,0,0,0.0,0,329.5,331.25,0,318.75,0,0,0,0.0,247.25,250.75,253.25,0,0,0.0,0.0,0,0.0,289.0,297.25,0,0,0.0,0,293.0,659.25,687.25,711.75,0.0,723.0,723.75,0,708.75,691.25,0,671.25,651.5,633.25,0,617.75,608.0,0,610.0,623.5,679.5,737.5,0,751.25,750.5,743.25,0,731.0,717.75,0,706.25,699.0,0,696.5,706.5,0.0,855.0,0,863.75,858.25,0,849.5,838.75,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,491.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2636.75,0,0.0,0,2676.25,0,1716.0,1721.75,1718.25,0.0,1719.0,1721.75,0,1722.25,1720.5,1724.0,0,1725.75,1730.0,1737.0,0,1742.5,1755.25,0,1764.0,1774.75,1786.0,0,1799.5,1814.75,0,1832.75,1846.5,1865.5,0,1890.25,1907.5,0,0,0,0.0,0,460.0,430.25,0,415.0,394.75,0,377.5,372.25,0,364.0,0,353.0,335.5,0,329.5,0.0,0,301.75,300.75,0,307.0,296.0,0,280.25,280.5,282.75,0,285.5,287.25,288.25,0,291.0,295.25,299.5,303.75,0,308.75,318.5,0,0,0,0.0,0.0,0.0,0.0,8014.0,7944.5,0.0,7891.75,7818.25,0.0,7765.75,0.0,0,0,0,0.0,0,3735.25,0,5063.75,0.0,4722.25,0.0,0,3694.75,4296.5,4397.5,0,4519.0,4702.25,0,0.0,5067.75,5083.25,0,0,0.0,0,0.0,2766.0,0,2580.75,2603.0,2623.0,0,2366.5,0,0.00,2186.5,0,2208.5,2231.5,2253.25,2470.25,0.00
0,2358.5,0,2263.25,2177.75,2093.75,0,2020.25,1954.75,0,1892.0,1837.5,1784.25,0,1741.75,1692.5,0,0.0,1283.5,0,1290.5,1251.25,0,0,815.5,0,801.75,786.75,0,773.75,0,0,0.0,0,1324.25,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1185.5,1175.5,0,0,0,0.0,0,0,0,0.0,0,0.0,642.25,641.75,0,641.25,641.25,661.0,0,663.25,665.5,0,667.25,678.25,679.25,0,0,2510.0,0,0.0,1702.25,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1158.5,1118.75,0.0,1121.5,1025.5,0.0,821.0,835.75,0,851.25,869.0,921.5,0,868.25,0,0,841.75,0.0,0,779.25,789.5,0.0,0,744.0,749.25,0,763.5,780.5,0.0,0,0,0,328.5,0,331.25,317.75,0,0,0,0,0.0,245.75,252.25,0,0,255.5,261.5,262.5,0.0,0,287.25,292.25,0,0,0,0.0,0.0,0.0,680.0,705.75,721.25,0.0,724.5,713.5,0,696.0,678.75,657.25,0,639.75,622.25,0,610.0,608.0,0,617.25,652.0,724.75,749.25,0,751.25,746.0,735.5,0,721.5,710.25,0,700.25,695.75,700.25,0,0.0,845.5,861.5,0,860.0,852.75,841.0,0,0,0,370.25,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,485.75,504.5,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2648.0,0.0,2631.75,0.0,2671.75,0.0,1700.25,1720.0,0,1719.75,1718.5,0,1718.75,1719.0,1719.75,0,1722.75,1724.25,0,1729.5,1735.75,1740.75,0,1749.0,1760.5,0,1768.0,1779.5,1796.0,0,1808.5,1823.75,1838.75,0,1855.75,1878.75,0,1899.0,0,0,0.0,0,485.75,441.75,0,421.75,407.25,0,381.75,0,375.0,369.0,0,357.25,347.0,0,329.25,327.0,0,306.5,0,302.0,307.5,301.25,0,286.75,280.0,281.25,0,284.25,0,286.25,287.25,289.0,293.0,0,297.5,301.75,306.25,0,312.5,0,0,0,0.0,0.0,6990.0,8022.5,0.0,7959.25,7905.75,0.0,7855.5,7778.75,0.0,0,0,0,0,0,10704.25,0,0,0.0,4772.75,0.0,4745.5,0.0,0.0,0.0,4370.75,4451.0,0,4576.5,4885.0,5058.25,0,5085.25,5097.75,0,0.0,0.0,2878.0,0,2654.25,2596.5,0,2613.5,0.0,0,2367.75,0.00,2186.0,0,2208.75,2232.0,0.0,2471.25,0.00
0,2345.5,0,2245.75,2170.5,0,2083.75,2008.75,1947.25,0,1887.75,1828.75,0,1777.5,1736.25,1686.75,0,0.0,1284.0,0,0.0,1253.0,0.0,0,0,814.5,800.25,0,785.25,771.5,0,0,0.0,0,1322.5,0,0.0,0.0,0.0,1262.25,0,0,0.0,0,0,0.0,0,0,1185.25,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,642.0,0,641.0,641.0,642.0,0,661.25,663.25,666.0,0,667.5,678.5,0,0,0,0,0,0.0,0.0,0,1684.25,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1217.0,1147.75,1123.0,0,0.0,1018.25,0,824.0,0,838.5,852.5,870.0,0,923.0,866.0,0.0,0,845.5,784.0,0,779.5,793.25,0,750.0,744.75,750.5,0,766.25,784.75,0,0,0,0,0,328.0,333.25,0.0,316.5,0,0,246.5,0.0,0,250.25,252.75,0,0,261.75,0.0,0,0.0,287.25,0,294.75,0,0,0.0,0.0,0.0,681.0,706.5,0,721.25,724.5,712.5,0,695.5,677.0,0,656.25,639.25,0,622.0,609.5,607.75,0,617.0,655.5,726.75,749.25,0,751.0,745.5,0,735.5,721.5,708.75,0,700.0,695.75,0,701.5,0,845.5,862.0,0,860.0,852.75,0.0,840.75,0,0,371.25,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,485.5,505.75,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2642.75,0.0,2633.5,0.0,2673.5,0.0,1706.0,0,1725.75,1719.75,1718.25,0,1719.0,1718.25,1720.0,0,1723.0,1724.5,0,1729.25,1735.75,1739.75,0,1749.25,1760.75,0,1768.0,1781.25,1795.75,0,1808.5,1824.25,0,1838.0,1856.25,1879.5,0,1899.0,0,0,0.0,0,482.75,0,441.5,422.25,406.25,0,381.25,0,374.75,368.5,0,356.0,345.25,0,329.25,325.5,0,305.25,302.0,308.75,0,300.75,286.0,0,279.75,0,281.5,284.25,286.5,0,287.5,289.75,293.5,0,297.75,302.0,0,306.25,313.25,0,0,0,0.0,5985.25,6974.75,0.0,8017.5,7958.0,7901.25,0.0,7838.25,7782.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4740.5,0.0,0,4302.0,4372.75,4474.0,0,4579.5,0.0,0.0,0,5079.75,5099.0,0,0.0,0.0,0,2856.5,0.0,2596.25,0,2614.5,2399.75,0,2368.5,2247.50,2186.75,0,2211.25,2232.0,0.0,2458.0,0.00
2442.75,2333.5,0,2242.5,2154.5,0,2073.25,2001.5,0,1940.25,1876.0,1822.0,0,1774.0,1727.25,0,1682.25,1279.25,0,1289.5,0.0,1251.5,0,0.0,0,812.75,797.25,0,783.0,770.0,0,776.5,0,0.0,1320.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1182.25,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,641.75,0,640.75,640.5,643.5,0,661.75,663.5,0,665.5,670.25,679.25,0,0,0.0,0,0,1700.75,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1191.5,1136.5,0,1124.0,0.0,0.0,0.0,827.0,0,839.5,857.25,875.75,0,922.75,865.5,0,860.25,838.25,0,780.5,780.75,802.25,0,747.5,745.5,0,753.0,770.0,787.0,0,0,0,0.0,0,329.75,331.25,0,319.25,0,0,0.0,247.5,251.0,253.0,0,0,0,0.0,0.0,0,277.0,288.75,297.25,0.0,0,0,288.5,0,664.75,688.0,0.0,713.75,723.5,723.25,0,708.0,689.5,0,670.5,651.0,631.25,0,617.75,607.5,0,609.75,623.75,681.5,738.0,0,751.5,750.25,0,743.0,729.75,717.5,0,706.0,698.75,0,696.75,705.5,0.0,854.75,0,863.25,858.25,0,849.0,838.25,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,490.0,511.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2712.0,0,0.0,2638.75,0,3656.75,0,2675.0,1700.75,0.0,1724.75,1719.0,0,1718.75,1719.5,1720.5,0,1720.25,1723.75,0,1725.0,1730.5,1735.5,0,1742.5,1752.0,0,1762.75,1772.5,1784.75,0,1799.5,1813.0,0,1829.5,1843.0,1864.75,0,1885.0,1904.5,0,0,0,0.0,468.75,0,434.5,0,418.5,400.25,0,378.75,373.0,0,365.25,353.75,0,340.5,329.0,0,321.5,303.0,0,301.0,309.0,0,299.0,282.0,0,280.0,0,282.0,285.0,286.75,0,290.75,0,294.75,298.75,0,307.75,0,315.75,0,0,0,0,0.0,0.0,0.0,8017.0,7931.5,0.0,7887.25,7831.5,7762.75,0,0,0,0,0,0,0,3757.75,0,5060.5,0.0,4713.5,0.0,0.0,3695.25,4294.75,4395.0,0,4509.5,4630.75,4972.0,0,5067.75,5086.25,0,0.0,0.0,0,0.0,2779.0,2581.0,0,2602.25,2620.0,0,2366.0,0,2238.50,0,2190.0,2216.75,2233.75,0,0.0,0.00
0,2387.0,2296.5,0,2200.0,2117.25,2041.25,0,1976.25,1909.0,0,1851.5,1800.5,1750.75,0,1701.5,1665.25,0,1281.25,1286.75,0,1252.25,0,0,0,805.75,0,791.0,778.5,0.0,757.5,0,0,0.0,0,1310.75,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1182.25,0,1179.25,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,642.25,641.25,641.0,0,640.25,660.25,663.0,0,664.75,666.75,0,677.75,679.25,681.5,0,2514.5,2515.5,0,1701.5,0.0,0.0,0.0,0,0,0,0,1253.5,0,0,0.0,0.0,1165.0,1118.75,1134.5,0,0.0,0.0,831.25,832.5,848.5,0,866.25,919.5,0,882.5,867.25,848.25,0,0.0,778.25,0,786.75,0.0,0,744.0,748.0,761.25,0,777.5,0,0,0,0,330.75,329.5,0.0,0,326.75,0,0,245.5,0,0,251.75,0,0,254.25,260.0,0.0,261.0,286.0,0,292.0,0,0,0,290.5,0.0,0,678.25,701.75,720.25,724.75,0.0,715.25,698.25,0,679.0,660.25,0,642.0,623.5,0,611.5,606.75,614.5,0,644.0,717.75,747.75,0,751.5,747.0,737.5,0,723.25,710.75,0,702.25,695.75,700.0,0,0,839.5,861.25,0,861.25,853.75,843.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,482.25,500.5,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2664.25,2625.75,0,0.0,2671.5,0.0,0.0,1716.25,0,1720.5,1718.5,1718.75,0,1717.0,1721.0,0,1723.0,1723.75,1728.0,0,1734.25,1739.25,0,1748.75,1759.25,1767.0,0,1779.5,1795.5,0,1803.75,1823.5,1838.25,0,1853.75,1876.5,1896.0,0,0,0,0,0,494.5,447.0,0,425.5,411.0,0,385.75,0,376.0,369.75,359.75,0,350.5,0,330.5,329.25,0,309.25,0,304.75,0,304.0,0,292.25,279.75,0,280.75,283.5,286.0,287.25,0,289.0,292.75,0,297.25,301.0,305.5,311.5,0,0,0,0,0.0,0.0,0.0,8033.25,0.0,7974.25,7904.5,7846.75,0.0,7793.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,4779.25,0.0,4488.0,0.0,0.0,4353.0,4450.25,4543.0,0,4816.25,0.0,0,5077.75,5091.75,0.0,0,3122.0,2899.5,0,2660.75,2594.5,0,2613.25,0.0,2367.25,2374.75,0,2182.75,2199.0,0,2226.25,2243.5,2499.75,0.00
2428.5,0,2334.5,2237.5,2147.75,0,2069.5,2002.0,0,1933.0,1871.0,1821.5,0,1770.0,1721.5,0,1682.25,1292.0,0,1289.75,1257.5,0,1251.75,1505.75,0,811.25,796.5,0,782.75,769.25,0,0,2684.25,0,1318.0,0,0,1179.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,1184.75,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,641.75,0.0,640.5,640.25,648.0,0,661.75,663.75,0,666.0,672.25,679.0,0,0,0.0,0,0,1700.25,0,1706.5,0.0,0,0,1529.0,0,0,0,0.0,0.0,0.0,1185.0,0.0,1136.0,1127.0,0,0.0,0.0,0,826.75,842.25,859.75,0.0,885.0,919.25,865.75,0,859.5,0.0,0,778.5,782.0,0,806.75,746.5,746.0,0,755.5,771.5,793.5,0,0,0,0.0,0,329.0,328.75,0,321.75,0,0,0.0,247.75,251.25,253.25,0,0,0,0.0,0,0.0,0.0,290.5,0,0.0,302.0,289.75,0.0,0,0.0,692.75,0.0,714.75,724.0,721.25,0,705.0,687.25,0,667.0,648.5,0,628.75,616.0,606.5,0,610.5,628.0,693.0,0,741.25,751.5,750.0,0,742.0,727.75,0,716.0,705.0,697.5,0,697.75,708.75,813.5,0,857.75,863.5,857.0,0,846.75,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,496.0,513.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2634.75,0,0.0,3673.5,2675.5,0,1698.25,1721.75,0,1719.0,1719.25,1719.75,0,1720.0,1721.75,1724.0,0,1726.25,1730.5,0,1735.75,1744.5,0,1753.75,1764.5,1775.75,0,1785.5,1800.25,1816.25,0,1832.25,1847.75,0,1867.25,1889.5,1908.75,0,0,0,0.0,0,458.0,430.0,0,415.5,395.5,0,377.5,0,372.0,364.0,352.5,0,335.75,0,329.5,316.0,301.5,0,300.75,307.25,0,297.25,0,280.5,280.25,0,285.5,0,287.0,288.75,0,291.25,295.75,299.75,0,304.0,309.25,320.75,0,0,0,0.0,0.0,0.0,8047.0,8000.25,0.0,7926.75,7866.25,7816.0,0,7748.75,0.0,0,0,0,0.0,0,3721.5,0,0,0.0,4783.25,4504.25,0,3696.5,4306.75,0.0,4416.5,4519.75,4694.75,0,4876.75,5074.25,0,5089.75,0.0,0.0,0,2984.25,2717.5,0,2587.0,2607.0,2624.5,0,2366.5,0,2219.50,0,2190.75,2216.75,2233.75,0,2541.0,0.00
0,2358.75,0,2263.25,2169.25,2091.0,0,2019.25,1952.0,0,1887.0,1836.5,0,1782.5,1735.5,1691.0,0,0.0,1283.5,0,1283.75,1251.25,0.0,0,0,814.5,801.25,786.75,0,772.75,0,0,0.0,0,1322.5,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1213.5,1654.25,0,0,1184.75,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,642.25,640.75,0,641.0,641.5,661.25,0,663.0,665.0,0,667.25,678.25,0,0,0,2510.75,0,0.0,0.0,0,1685.5,0.0,0,0,0,0.0,0,0,1232.0,0.0,1215.0,1150.0,1122.75,0,0.0,1018.75,0,823.0,838.25,0,853.0,870.5,922.75,0,866.0,0.0,0,846.25,782.5,0,779.25,793.25,0,749.75,744.5,750.75,0,765.5,784.25,0,0,0,0,0,328.0,332.25,0.0,316.75,0,0,246.25,0.0,0,249.75,252.75,0,0,0.0,0.0,0,0.0,287.75,296.25,0,0,0.0,0.0,293.0,0.0,685.0,708.25,0.0,722.0,723.75,710.5,0,693.5,673.25,0,654.0,636.75,0,619.25,608.25,0,608.25,619.0,0.0,733.25,0,750.25,750.75,744.0,0,733.25,719.5,0,707.0,699.5,695.75,0,703.25,0.0,852.5,0,863.0,858.75,849.25,0,838.75,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,489.25,510.5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2660.75,0,0.0,2643.0,0,0.0,0.0,2676.0,1694.25,0.0,1720.25,1718.75,0,1718.5,1718.25,1720.0,0,1719.75,1725.0,0,1725.25,1729.75,1736.25,0,1742.25,1752.25,1763.5,0,1772.25,1782.25,0,1799.0,1812.75,1829.0,0,1842.5,1863.0,0,1884.5,1904.5,0,0,0,0.0,467.75,0,434.5,0,419.0,402.0,0,379.0,373.25,366.5,0,354.25,0,341.75,0,321.75,0,302.5,0,301.5,309.25,298.75,0,0,280.0,0,282.0,285.0,0,286.75,288.25,0,294.75,0,298.75,303.0,0,308.25,316.25,0,0,0,0,0.0,0.0,0.0,8018.75,7937.5,0.0,7883.0,7831.5,7761.25,0,0.0,0,0,0,0,0,3754.75,0,5061.75,0.0,4720.0,0.0,0.0,3693.75,4293.25,4396.75,0,4508.25,4624.5,5054.75,0,0.0,5087.75,0,0.0,0.0,0,0.0,2778.75,2581.75,0,2601.75,2619.75,0,2366.0,0,0.00,2187.25,0,2208.5,2232.0,0.0,2460.25,0.00
0,2374.5,2280.75,0,2191.5,2108.75,0,2029.5,1968.75,1903.25,0,1844.5,1794.5,0,1746.0,1698.5,1659.0,0,1281.0,0,1289.75,1251.5,0,0,0.0,0,804.0,788.5,0,776.5,0,0,0,1326.5,0,0,0.0,0.0,0,1238.75,0,0,0.0,0,1651.25,0.0,0,1182.25,0,1180.25,0.0,0,0,0.0,0,0,0,0.0,0.0,0,642.25,641.0,0,641.25,641.25,661.0,0,662.75,665.5,667.0,0,678.0,680.0,0,0,2511.25,0,0,1701.5,1703.25,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1159.0,1118.0,0.0,1134.0,0.0,0.0,821.0,834.5,0,850.75,868.75,921.5,0,869.25,0,0,839.75,0.0,779.0,0,789.5,0.0,0,743.75,749.25,0,763.5,780.25,0.0,0,0,0,0,329.0,331.0,318.25,0,0,0,0,249.5,0,0,255.5,0,0,0,262.25,0,0.0,286.5,293.25,0,0,0,0.0,0,0.0,679.5,705.5,720.25,0.0,724.5,713.25,0,697.25,678.75,657.5,0,638.75,622.5,0,610.0,607.5,0,616.75,651.5,725.5,749.0,0,751.0,745.75,0,735.5,721.75,709.75,0,700.25,695.5,700.0,0,0,845.5,861.75,0,860.0,852.5,0.0,840.75,0,0,370.5,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,485.5,505.25,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2644.25,0.0,2630.75,0.0,2672.75,0.0,1705.75,0,1728.5,1719.75,1718.0,0,1717.75,1717.5,1720.25,0,1724.0,1723.5,0,1728.5,1736.25,1740.25,0,1750.75,1762.75,0,1768.0,1780.75,1795.75,0,1808.5,1827.0,0,1838.5,1859.75,1883.75,0,1900.5,0,0,0.0,0,0.0,0,437.5,420.75,0,405.0,380.25,0,374.0,0,367.75,356.5,345.0,0,329.25,326.25,0,304.75,302.0,0,308.75,301.0,0,0,284.5,280.0,281.5,0,286.5,0,287.75,289.75,0,294.0,298.25,302.0,306.75,0,314.75,0,0,0,0.0,0.0,6990.25,0.0,8021.25,7958.5,7897.75,0.0,7835.5,7778.25,0,0,0,0,0,0,0.0,0,0.0,5059.75,4806.75,0.0,4703.0,0.0,0,4296.25,4374.0,4493.75,0,4617.0,4982.0,0,5065.25,5081.5,5108.75,0,0.0,0,0,2810.25,2600.75,0,2598.75,2618.0,2365.25,0.0,2369.75,2344.75,2182.5,2204.0,0,2228.5,2246.25,2488.25,0.00
0,2386.75,2298.0,0,2201.25,2118.0,2045.25,0,1976.25,1909.0,0,1851.25,1800.5,1750.75,0,1702.0,1664.75,0,1281.25,1287.0,0,1252.0,0,0,0,0,805.75,791.0,778.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1180.75,0,1179.75,0.0,0,0,0.0,0,0,0,0.0,0.0,0,642.25,641.25,641.25,0.0,640.25,660.25,0,662.75,664.75,666.75,0,677.75,680.0,0,0,2514.5,2503.0,0,1701.75,0.0,0.0,0.0,0,0,0,0,1249.5,0,0.0,0.0,0.0,1164.0,1118.25,1134.25,0,0.0,0.0,825.0,834.25,848.75,0,866.5,920.0,0,875.75,867.5,0,848.0,0.0,778.25,0,787.0,0.0,0,743.75,748.25,761.25,0,778.75,0,0,0,0,330.75,0,329.75,318.25,0,0,0,0,0.0,248.75,0,254.5,0,0,260.75,0.0,261.75,0,286.5,293.0,0,0,0,291.0,0,0.0,679.25,703.5,720.25,0.0,724.5,713.75,698.0,0,679.0,660.25,0,641.0,623.25,0,610.5,607.0,614.5,0,646.25,721.25,748.25,751.25,0,747.0,736.5,0,723.0,711.0,0,702.0,695.75,700.0,0,0,841.75,861.5,0,861.25,853.75,842.25,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,483.0,501.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2665.5,2625.25,0.0,4306.5,2671.0,0.0,0.0,1716.0,0,1720.25,1719.0,0,1718.0,1716.75,1720.5,0,1723.0,1723.75,1728.0,0,1734.0,1740.0,0,1748.75,1759.5,1766.75,0,1779.5,1794.0,0,1804.0,1823.0,1838.0,0,1856.75,1876.75,0,1895.75,0,0,0,0,489.0,443.75,0,424.0,409.25,0,382.0,0,374.75,369.75,358.75,0,349.0,330.25,0,329.75,0,308.75,301.5,305.0,0,302.75,0,289.75,279.75,281.25,283.5,0,286.0,0,287.5,289.75,293.0,0,297.25,301.5,305.75,312.0,0,0,0,0,0.0,6049.75,6985.5,8029.0,0.0,7960.25,7896.5,0.0,7852.75,7788.25,0.0,0,0,0,0,0,10661.25,0,0.0,0.0,0.0,0.0,4741.0,0.0,4281.75,0,4372.0,4471.75,0,4599.0,4882.0,5061.5,0,5080.5,5098.25,0,0.0,0.0,0,2869.75,0.0,2597.0,0,2614.25,0.0,0,2369.0,0,2183.25,2199.75,0,2225.0,2243.25,2500.0,0.00
2413.75,0,2309.25,2212.25,0,2135.0,2057.0,0,1985.0,1917.5,1863.0,0,1806.75,1756.0,0,1709.0,1672.0,0,1282.0,1290.0,1251.25,0,0,0,0,807.0,0,792.5,779.75,0.0,766.25,0,0,1330.75,1313.25,0,0,0.0,0.0,1186.0,0,0,0,0.0,0,0,0,0.0,0.0,1182.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,642.5,0,641.75,640.5,0,640.25,655.25,662.75,0,664.25,666.5,674.5,0,0,0,2519.25,0,0.0,0,1700.0,1699.75,0.0,0,0,1525.75,0,0,0.0,0.0,0,0.0,1172.75,0,1122.0,1130.75,0.0,0.0,0.0,829.0,830.25,846.75,0,865.0,910.75,0.0,0,867.25,848.25,0,819.75,778.25,784.75,0,801.5,0,743.75,747.25,759.5,0,776.25,0,0,0,0,330.25,0,328.5,323.0,0,324.75,0,245.5,0,0,251.75,0,254.25,0,258.25,0.0,0,0.0,0,0.0,0,0.0,0,290.5,0.0,677.5,0,698.75,718.75,724.5,0.0,717.5,701.75,0,682.25,662.0,0,643.5,625.5,612.75,0,606.5,613.0,0,639.25,712.5,746.0,751.25,0,747.75,739.0,0,724.5,712.0,703.0,0,696.0,698.75,0,0,834.5,860.5,861.25,0,855.25,843.75,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,481.0,500.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2663.25,2626.0,0.0,0.0,0.0,0,0.0,1718.75,0,1721.5,1719.0,1718.75,0,1716.75,1721.0,0,1724.0,1723.0,1728.0,0,1732.75,1737.75,1747.25,0,1757.0,1765.5,0,1778.75,1790.5,1802.75,0,1819.75,1835.5,0,1853.5,1873.5,1893.75,0,0,0,0,0,498.0,447.75,0,425.75,411.5,0,387.0,376.0,0,370.75,360.5,0,350.75,0,331.5,329.75,0,310.25,301.5,301.75,305.5,0,293.25,0,0,280.75,0,283.5,286.0,287.25,0,289.25,292.5,297.0,0,301.0,305.75,310.75,0,325.25,0,0,0,0.0,0.0,8038.0,0.0,7986.25,7912.0,7848.75,0.0,7802.75,7769.75,0,0,0,0,0,0.0,3737.0,0.0,0.0,0.0,4781.75,0.0,4505.0,0.0,0,4340.5,4430.0,4538.25,0,4791.0,0.0,5074.0,0,5093.75,0.0,0,0.0,2903.0,0,2664.75,2591.0,2612.5,0,0.0,2367.75,2370.25,0,2188.75,2194.5,2220.5,0,2239.25,2524.0,0.00
